PurchaseOrderID OrderDate               TotalDue              VendorName                                         vendorID    employeeID  NextOrderfromEmployeeVendor                        Next2OrderfromEmployeeVendor
3898            2014-07-28 00:00:00.000 70533.3379            Jackson Authority                                  1680        253         National Bike Association                          Sport Fan Co.
3908            2014-07-29 00:00:00.000 510.278               National Bike Association                          1572        253         Sport Fan Co.                                      West Junction Cycles
3918            2014-07-29 00:00:00.000 68612.544             Sport Fan Co.                                      1632        253         West Junction Cycles                               Aurora Bike Center
3928            2014-07-30 00:00:00.000 28212.0589            West Junction Cycles                               1556        253         Aurora Bike Center                                 Carlson Specialties
3938            2014-07-31 00:00:00.000 766.1827              Aurora Bike Center                                 1616        253         Carlson Specialties                                Crowley Sport
3948            2014-07-31 00:00:00.000 18114.5192            Carlson Specialties                                1692        253         Crowley Sport                                      Greenwood Athletic Company
3958            2014-08-01 00:00:00.000 48485.6873            Crowley Sport                                      1658        253         Greenwood Athletic Company                         Trey Research
3968            2014-08-01 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        253         Trey Research                                      Norstan Bike Hut
3978            2014-08-02 00:00:00.000 18056.0426            Trey Research                                      1584        253         Norstan Bike Hut                                   Sport Playground
3988            2014-08-03 00:00:00.000 532.4852              Norstan Bike Hut                                   1562        253         Sport Playground                                   NULL
3998            2014-08-03 00:00:00.000 6572.8163             Sport Playground                                   1608        253         NULL                                               NULL
282             2013-02-08 00:00:00.000 31160.2541            International Bicycles                             1526        254         Signature Cycles                                   Vision Cycles, Inc.
302             2013-04-12 00:00:00.000 44720.676             Signature Cycles                                   1588        254         Vision Cycles, Inc.                                Anderson's Custom Bikes
312             2013-04-24 00:00:00.000 39915.5006            Vision Cycles, Inc.                                1578        254         Anderson's Custom Bikes                            First Rate Bicycles
322             2013-04-25 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        254         First Rate Bicycles                                International Sport Assoc.
352             2013-05-22 00:00:00.000 31319.7885            First Rate Bicycles                                1570        254         International Sport Assoc.                         Proseware, Inc.
362             2013-05-22 00:00:00.000 4103.2241             International Sport Assoc.                         1644        254         Proseware, Inc.                                    Capital Road Cycles
402             2013-06-25 00:00:00.000 36852.4406            Proseware, Inc.                                    1678        254         Capital Road Cycles                                American Bikes
412             2013-07-22 00:00:00.000 15104.7146            Capital Road Cycles                                1560        254         American Bikes                                     First National Sport Co.
430             2013-08-04 00:00:00.000 22539.0165            American Bikes                                     1654        254         First National Sport Co.                           Competition Bike Training Systems
460             2013-08-06 00:00:00.000 2214.3371             First National Sport Co.                           1522        254         Competition Bike Training Systems                  International Bicycles
450             2013-08-06 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        254         International Bicycles                             Signature Cycles
470             2013-08-07 00:00:00.000 31160.2541            International Bicycles                             1526        254         Signature Cycles                                   Vision Cycles, Inc.
490             2013-08-08 00:00:00.000 44720.676             Signature Cycles                                   1588        254         Vision Cycles, Inc.                                Anderson's Custom Bikes
500             2013-08-10 00:00:00.000 69442.1228            Vision Cycles, Inc.                                1578        254         Anderson's Custom Bikes                            First Rate Bicycles
510             2013-08-11 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        254         First Rate Bicycles                                International Sport Assoc.
544             2013-08-13 00:00:00.000 31319.7885            First Rate Bicycles                                1570        254         International Sport Assoc.                         Vista Road Bikes
554             2013-08-13 00:00:00.000 4103.2241             International Sport Assoc.                         1644        254         Vista Road Bikes                                   Proseware, Inc.
584             2013-08-15 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        254         Proseware, Inc.                                    Capital Road Cycles
594             2013-08-18 00:00:00.000 36852.4406            Proseware, Inc.                                    1678        254         Capital Road Cycles                                Continental Pro Cycles
604             2013-08-18 00:00:00.000 15104.7146            Capital Road Cycles                                1560        254         Continental Pro Cycles                             Jackson Authority
618             2013-08-19 00:00:00.000 626.9527              Continental Pro Cycles                             1598        254         Jackson Authority                                  National Bike Association
642             2013-08-21 00:00:00.000 48485.6873            Jackson Authority                                  1680        254         National Bike Association                          Sport Fan Co.
652             2013-08-21 00:00:00.000 510.278               National Bike Association                          1572        254         Sport Fan Co.                                      West Junction Cycles
662             2013-08-22 00:00:00.000 42455.2879            Sport Fan Co.                                      1632        254         West Junction Cycles                               Crowley Sport
672             2013-08-22 00:00:00.000 28212.0589            West Junction Cycles                               1556        254         Crowley Sport                                      Carlson Specialties
702             2013-08-26 00:00:00.000 48485.6873            Crowley Sport                                      1658        254         Carlson Specialties                                Greenwood Athletic Company
692             2013-08-26 00:00:00.000 7121.6145             Carlson Specialties                                1692        254         Greenwood Athletic Company                         Trey Research
712             2013-08-27 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        254         Trey Research                                      Sport Playground
722             2013-08-28 00:00:00.000 7227.4293             Trey Research                                      1584        254         Sport Playground                                   Gardner Touring Cycles
742             2013-08-29 00:00:00.000 6572.8163             Sport Playground                                   1608        254         Gardner Touring Cycles                             Chicago City Saddles
756             2013-08-30 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        254         Chicago City Saddles                               Cruger Bike Company
776             2013-09-02 00:00:00.000 69020.952             Chicago City Saddles                               1696        254         Cruger Bike Company                                Hill Bicycle Center
786             2013-09-02 00:00:00.000 525.28                Cruger Bike Company                                1536        254         Hill Bicycle Center                                Lakewood Bicycle
796             2013-09-03 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        254         Lakewood Bicycle                                   Superior Bicycles
806             2013-09-04 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        254         Superior Bicycles                                  Beaumont Bikes
826             2013-09-05 00:00:00.000 100685.3348           Superior Bicycles                                  1576        254         Beaumont Bikes                                     Custom Frames, Inc.
850             2013-09-08 00:00:00.000 1984.6192             Beaumont Bikes                                     1602        254         Custom Frames, Inc.                                Chicago Rent-All
870             2013-09-09 00:00:00.000 15391.8765            Custom Frames, Inc.                                1568        254         Chicago Rent-All                                   Hill's Bicycle Service
860             2013-09-09 00:00:00.000 609.8274              Chicago Rent-All                                   1504        254         Hill's Bicycle Service                             Premier Sport, Inc.
880             2013-09-10 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        254         Premier Sport, Inc.                                SUPERSALES INC.
900             2013-09-11 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        254         SUPERSALES INC.                                    Hybrid Bicycle Center
914             2013-09-15 00:00:00.000 580.125               SUPERSALES INC.                                    1590        254         Hybrid Bicycle Center                              Jackson Authority
964             2013-09-22 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        254         Jackson Authority                                  National Bike Association
966             2013-09-26 00:00:00.000 70533.3379            Jackson Authority                                  1680        254         National Bike Association                          Bicycle Specialists
1016            2013-10-10 00:00:00.000 510.278               National Bike Association                          1572        254         Bicycle Specialists                                Electronic Bike Repair & Supplies
1034            2013-10-13 00:00:00.000 38281.8686            Bicycle Specialists                                1628        254         Electronic Bike Repair & Supplies                  Comfort Road Bicycles
1054            2013-10-14 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies                  1646        254         Comfort Road Bicycles                              Sport Fan Co.
1044            2013-10-14 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        254         Sport Fan Co.                                      West Junction Cycles
1058            2013-10-15 00:00:00.000 68612.544             Sport Fan Co.                                      1632        254         West Junction Cycles                               Crowley Sport
1084            2013-10-21 00:00:00.000 28212.0589            West Junction Cycles                               1556        254         Crowley Sport                                      Greenwood Athletic Company
1114            2013-11-07 00:00:00.000 48485.6873            Crowley Sport                                      1658        254         Greenwood Athletic Company                         Trey Research
1124            2013-11-08 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        254         Trey Research                                      Sport Playground
1134            2013-11-11 00:00:00.000 7227.4293             Trey Research                                      1584        254         Sport Playground                                   Chicago City Saddles
1154            2013-11-12 00:00:00.000 6572.8163             Sport Playground                                   1608        254         Chicago City Saddles                               Lakewood Bicycle
1184            2013-11-15 00:00:00.000 31319.7885            Chicago City Saddles                               1696        254         Lakewood Bicycle                                   Superior Bicycles
1214            2013-11-20 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        254         Superior Bicycles                                  Chicago Rent-All
1234            2013-11-22 00:00:00.000 100685.3348           Superior Bicycles                                  1576        254         Chicago Rent-All                                   Custom Frames, Inc.
1264            2013-11-26 00:00:00.000 609.8274              Chicago Rent-All                                   1504        254         Custom Frames, Inc.                                Hill's Bicycle Service
1274            2013-11-27 00:00:00.000 16744.728             Custom Frames, Inc.                                1568        254         Hill's Bicycle Service                             SUPERSALES INC.
1284            2013-11-28 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        254         SUPERSALES INC.                                    Circuit Cycles
1314            2013-12-02 00:00:00.000 580.125               SUPERSALES INC.                                    1590        254         Circuit Cycles                                     Hybrid Bicycle Center
1344            2013-12-05 00:00:00.000 4211.7075             Circuit Cycles                                     1544        254         Hybrid Bicycle Center                              Bicycle Specialists
1364            2013-12-06 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        254         Bicycle Specialists                                Comfort Road Bicycles
1414            2013-12-12 00:00:00.000 38281.8686            Bicycle Specialists                                1628        254         Comfort Road Bicycles                              Electronic Bike Repair & Supplies
1424            2013-12-13 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        254         Electronic Bike Repair & Supplies                  Inline Accessories
1434            2013-12-14 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies                  1646        254         Inline Accessories                                 Professional Athletic Consultants
1444            2013-12-17 00:00:00.000 38281.8686            Inline Accessories                                 1638        254         Professional Athletic Consultants                  Allenson Cycles
1464            2013-12-18 00:00:00.000 45358.8135            Professional Athletic Consultants                  1684        254         Allenson Cycles                                    Trikes, Inc.
1484            2013-12-19 00:00:00.000 9776.2665             Allenson Cycles                                    1494        254         Trikes, Inc.                                       Varsity Sport Co.
1474            2013-12-19 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        254         Varsity Sport Co.                                  Compete, Inc.
1554            2013-12-26 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        254         Compete, Inc.                                      Federal Sport
1584            2013-12-31 00:00:00.000 4658.4038             Compete, Inc.                                      1694        254         Federal Sport                                      Mitchell Sports
1594            2014-01-01 00:00:00.000 1410.2839             Federal Sport                                      1600        254         Mitchell Sports                                    Victory Bikes
1614            2014-01-02 00:00:00.000 48485.6873            Mitchell Sports                                    1586        254         Victory Bikes                                      American Bikes
1634            2014-01-06 00:00:00.000 49276.9778            Victory Bikes                                      1652        254         American Bikes                                     Competition Bike Training Systems
1644            2014-01-06 00:00:00.000 22539.0165            American Bikes                                     1654        254         Competition Bike Training Systems                  First National Sport Co.
1664            2014-01-08 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        254         First National Sport Co.                           International Bicycles
1674            2014-01-09 00:00:00.000 2214.3371             First National Sport Co.                           1522        254         International Bicycles                             Vision Cycles, Inc.
1684            2014-01-10 00:00:00.000 31160.2541            International Bicycles                             1526        254         Vision Cycles, Inc.                                Anderson's Custom Bikes
1714            2014-01-16 00:00:00.000 39915.5006            Vision Cycles, Inc.                                1578        254         Anderson's Custom Bikes                            First Rate Bicycles
1724            2014-01-16 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        254         First Rate Bicycles                                International Sport Assoc.
1754            2014-01-20 00:00:00.000 31319.7885            First Rate Bicycles                                1570        254         International Sport Assoc.                         Vista Road Bikes
1764            2014-01-21 00:00:00.000 4103.2241             International Sport Assoc.                         1644        254         Vista Road Bikes                                   Capital Road Cycles
1794            2014-01-23 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        254         Capital Road Cycles                                Gardner Touring Cycles
1814            2014-01-24 00:00:00.000 15104.7146            Capital Road Cycles                                1560        254         Gardner Touring Cycles                             National Bike Association
1834            2014-01-28 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        254         National Bike Association                          Jackson Authority
1854            2014-01-29 00:00:00.000 510.278               National Bike Association                          1572        254         Jackson Authority                                  Sport Fan Co.
1844            2014-01-29 00:00:00.000 48485.6873            Jackson Authority                                  1680        254         Sport Fan Co.                                      West Junction Cycles
1864            2014-02-03 00:00:00.000 42455.2879            Sport Fan Co.                                      1632        254         West Junction Cycles                               Carlson Specialties
1874            2014-02-03 00:00:00.000 28212.0589            West Junction Cycles                               1556        254         Carlson Specialties                                Trey Research
1894            2014-02-05 00:00:00.000 7121.6145             Carlson Specialties                                1692        254         Trey Research                                      Greenwood Athletic Company
1924            2014-02-07 00:00:00.000 7227.4293             Trey Research                                      1584        254         Greenwood Athletic Company                         Sport Playground
1914            2014-02-07 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        254         Sport Playground                                   Chicago City Saddles
1944            2014-02-10 00:00:00.000 6572.8163             Sport Playground                                   1608        254         Chicago City Saddles                               Hill Bicycle Center
1974            2014-02-12 00:00:00.000 31319.7885            Chicago City Saddles                               1696        254         Hill Bicycle Center                                Superior Bicycles
1994            2014-02-14 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        254         Superior Bicycles                                  Chicago Rent-All
2024            2014-02-17 00:00:00.000 100685.3348           Superior Bicycles                                  1576        254         Chicago Rent-All                                   Custom Frames, Inc.
2054            2014-02-20 00:00:00.000 609.8274              Chicago Rent-All                                   1504        254         Custom Frames, Inc.                                Hill's Bicycle Service
2064            2014-02-21 00:00:00.000 16744.728             Custom Frames, Inc.                                1568        254         Hill's Bicycle Service                             Premier Sport, Inc.
2074            2014-02-24 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        254         Premier Sport, Inc.                                Circuit Cycles
2094            2014-02-25 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        254         Circuit Cycles                                     Hybrid Bicycle Center
2134            2014-02-27 00:00:00.000 4211.7075             Circuit Cycles                                     1544        254         Hybrid Bicycle Center                              Comfort Road Bicycles
2154            2014-03-01 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        254         Comfort Road Bicycles                              Electronic Bike Repair & Supplies
2214            2014-03-05 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        254         Electronic Bike Repair & Supplies                  Inline Accessories
2224            2014-03-06 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies                  1646        254         Inline Accessories                                 Professional Athletic Consultants
2234            2014-03-07 00:00:00.000 38281.8686            Inline Accessories                                 1638        254         Professional Athletic Consultants                  Trikes, Inc.
2254            2014-03-10 00:00:00.000 45358.8135            Professional Athletic Consultants                  1684        254         Trikes, Inc.                                       Allenson Cycles
2264            2014-03-10 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        254         Allenson Cycles                                    Compete Enterprises, Inc
2274            2014-03-12 00:00:00.000 9776.2665             Allenson Cycles                                    1494        254         Compete Enterprises, Inc                           Varsity Sport Co.
2294            2014-03-13 00:00:00.000 39111.4474            Compete Enterprises, Inc                           1508        254         Varsity Sport Co.                                  Compete, Inc.
2344            2014-03-19 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        254         Compete, Inc.                                      Federal Sport
2374            2014-03-21 00:00:00.000 4658.4038             Compete, Inc.                                      1694        254         Federal Sport                                      Victory Bikes
2384            2014-03-24 00:00:00.000 1410.2839             Federal Sport                                      1600        254         Victory Bikes                                      American Bikes
2424            2014-03-27 00:00:00.000 49276.9778            Victory Bikes                                      1652        254         American Bikes                                     Competition Bike Training Systems
2434            2014-03-28 00:00:00.000 22539.0165            American Bikes                                     1654        254         Competition Bike Training Systems                  International Bicycles
2454            2014-03-31 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        254         International Bicycles                             First National Sport Co.
2474            2014-04-02 00:00:00.000 31160.2541            International Bicycles                             1526        254         First National Sport Co.                           Signature Cycles
2464            2014-04-02 00:00:00.000 2214.3371             First National Sport Co.                           1522        254         Signature Cycles                                   Anderson's Custom Bikes
2494            2014-04-04 00:00:00.000 44720.676             Signature Cycles                                   1588        254         Anderson's Custom Bikes                            International Sport Assoc.
2514            2014-04-07 00:00:00.000 16164.0229            Anderson's Custom Bikes                            1664        254         International Sport Assoc.                         First Rate Bicycles
2554            2014-04-09 00:00:00.000 4103.2241             International Sport Assoc.                         1644        254         First Rate Bicycles                                Vista Road Bikes
2544            2014-04-09 00:00:00.000 31319.7885            First Rate Bicycles                                1570        254         Vista Road Bikes                                   Proseware, Inc.
2584            2014-04-11 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        254         Proseware, Inc.                                    Gardner Touring Cycles
2594            2014-04-14 00:00:00.000 36852.4406            Proseware, Inc.                                    1678        254         Gardner Touring Cycles                             Jackson Authority
2624            2014-04-16 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        254         Jackson Authority                                  National Bike Association
2634            2014-04-16 00:00:00.000 48485.6873            Jackson Authority                                  1680        254         National Bike Association                          West Junction Cycles
2644            2014-04-17 00:00:00.000 510.278               National Bike Association                          1572        254         West Junction Cycles                               Sport Fan Co.
2664            2014-04-18 00:00:00.000 28212.0589            West Junction Cycles                               1556        254         Sport Fan Co.                                      Carlson Specialties
2654            2014-04-18 00:00:00.000 42455.2879            Sport Fan Co.                                      1632        254         Carlson Specialties                                Crowley Sport
2684            2014-04-21 00:00:00.000 7121.6145             Carlson Specialties                                1692        254         Crowley Sport                                      Trey Research
2694            2014-04-22 00:00:00.000 48485.6873            Crowley Sport                                      1658        254         Trey Research                                      Sport Playground
2714            2014-04-23 00:00:00.000 7227.4293             Trey Research                                      1584        254         Sport Playground                                   Chicago City Saddles
2734            2014-04-25 00:00:00.000 6572.8163             Sport Playground                                   1608        254         Chicago City Saddles                               Hill Bicycle Center
2764            2014-04-28 00:00:00.000 31319.7885            Chicago City Saddles                               1696        254         Hill Bicycle Center                                Lakewood Bicycle
2784            2014-04-30 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        254         Lakewood Bicycle                                   Superior Bicycles
2794            2014-04-30 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        254         Superior Bicycles                                  Chicago Rent-All
2814            2014-05-02 00:00:00.000 100685.3348           Superior Bicycles                                  1576        254         Chicago Rent-All                                   Custom Frames, Inc.
2844            2014-05-05 00:00:00.000 609.8274              Chicago Rent-All                                   1504        254         Custom Frames, Inc.                                Hill's Bicycle Service
2854            2014-05-08 00:00:00.000 16744.728             Custom Frames, Inc.                                1568        254         Hill's Bicycle Service                             Premier Sport, Inc.
2864            2014-05-08 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        254         Premier Sport, Inc.                                SUPERSALES INC.
2884            2014-05-09 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        254         SUPERSALES INC.                                    Circuit Cycles
2894            2014-05-12 00:00:00.000 580.125               SUPERSALES INC.                                    1590        254         Circuit Cycles                                     Hybrid Bicycle Center
2924            2014-05-14 00:00:00.000 4211.7075             Circuit Cycles                                     1544        254         Hybrid Bicycle Center                              Bicycle Specialists
2944            2014-05-15 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        254         Bicycle Specialists                                Inline Accessories
2994            2014-05-20 00:00:00.000 38281.8686            Bicycle Specialists                                1628        254         Inline Accessories                                 Electronic Bike Repair & Supplies
3024            2014-05-22 00:00:00.000 38281.8686            Inline Accessories                                 1638        254         Electronic Bike Repair & Supplies                  Professional Athletic Consultants
3014            2014-05-22 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies                  1646        254         Professional Athletic Consultants                  Trikes, Inc.
3044            2014-05-23 00:00:00.000 45358.8135            Professional Athletic Consultants                  1684        254         Trikes, Inc.                                       Allenson Cycles
3054            2014-05-24 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        254         Allenson Cycles                                    Compete Enterprises, Inc
3064            2014-05-26 00:00:00.000 9776.2665             Allenson Cycles                                    1494        254         Compete Enterprises, Inc                           Varsity Sport Co.
3084            2014-05-27 00:00:00.000 39111.4474            Compete Enterprises, Inc                           1508        254         Varsity Sport Co.                                  Federal Sport
3134            2014-05-30 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        254         Federal Sport                                      Compete, Inc.
3174            2014-06-03 00:00:00.000 1410.2839             Federal Sport                                      1600        254         Compete, Inc.                                      Mitchell Sports
3164            2014-06-03 00:00:00.000 4658.4038             Compete, Inc.                                      1694        254         Mitchell Sports                                    American Bikes
3194            2014-06-05 00:00:00.000 48485.6873            Mitchell Sports                                    1586        254         American Bikes                                     Victory Bikes
3224            2014-06-06 00:00:00.000 22539.0165            American Bikes                                     1654        254         Victory Bikes                                      Competition Bike Training Systems
3214            2014-06-06 00:00:00.000 49276.9778            Victory Bikes                                      1652        254         Competition Bike Training Systems                  International Bicycles
3244            2014-06-09 00:00:00.000 31268.7375            Competition Bike Training Systems                  1624        254         International Bicycles                             First National Sport Co.
3264            2014-06-10 00:00:00.000 31160.2541            International Bicycles                             1526        254         First National Sport Co.                           Signature Cycles
3254            2014-06-10 00:00:00.000 2214.3371             First National Sport Co.                           1522        254         Signature Cycles                                   Vision Cycles, Inc.
3284            2014-06-12 00:00:00.000 44720.676             Signature Cycles                                   1588        254         Vision Cycles, Inc.                                International Sport Assoc.
3294            2014-06-12 00:00:00.000 39915.5006            Vision Cycles, Inc.                                1578        254         International Sport Assoc.                         First Rate Bicycles
3344            2014-06-17 00:00:00.000 4103.2241             International Sport Assoc.                         1644        254         First Rate Bicycles                                Vista Road Bikes
3334            2014-06-17 00:00:00.000 31319.7885            First Rate Bicycles                                1570        254         Vista Road Bikes                                   Proseware, Inc.
3374            2014-06-19 00:00:00.000 41817.1504            Vista Road Bikes                                   1538        254         Proseware, Inc.                                    Capital Road Cycles
3384            2014-06-20 00:00:00.000 36852.4406            Proseware, Inc.                                    1678        254         Capital Road Cycles                                Gardner Touring Cycles
3394            2014-06-21 00:00:00.000 15104.7146            Capital Road Cycles                                1560        254         Gardner Touring Cycles                             Jackson Authority
3414            2014-06-23 00:00:00.000 502.6203              Gardner Touring Cycles                             1516        254         Jackson Authority                                  National Bike Association
3424            2014-06-23 00:00:00.000 48485.6873            Jackson Authority                                  1680        254         National Bike Association                          Sport Fan Co.
3434            2014-06-24 00:00:00.000 510.278               National Bike Association                          1572        254         Sport Fan Co.                                      Green Lake Bike Company
3444            2014-06-24 00:00:00.000 42455.2879            Sport Fan Co.                                      1632        254         Green Lake Bike Company                            Integrated Sport Products
4011            2014-06-24 00:00:00.000 59941.75              Green Lake Bike Company                            1546        254         Integrated Sport Products                          West Junction Cycles
4012            2014-06-24 00:00:00.000 1097448.00            Integrated Sport Products                          1636        254         West Junction Cycles                               Carlson Specialties
3454            2014-06-25 00:00:00.000 28212.0589            West Junction Cycles                               1556        254         Carlson Specialties                                Crowley Sport
3474            2014-06-26 00:00:00.000 7121.6145             Carlson Specialties                                1692        254         Crowley Sport                                      Greenwood Athletic Company
3484            2014-06-27 00:00:00.000 48485.6873            Crowley Sport                                      1658        254         Greenwood Athletic Company                         Sport Playground
3494            2014-06-28 00:00:00.000 48485.6873            Greenwood Athletic Company                         1506        254         Sport Playground                                   Chicago City Saddles
3524            2014-07-01 00:00:00.000 6572.8163             Sport Playground                                   1608        254         Chicago City Saddles                               Hill Bicycle Center
3554            2014-07-03 00:00:00.000 31319.7885            Chicago City Saddles                               1696        254         Hill Bicycle Center                                Lakewood Bicycle
3574            2014-07-04 00:00:00.000 7880.9981             Hill Bicycle Center                                1626        254         Lakewood Bicycle                                   Chicago Rent-All
3584            2014-07-04 00:00:00.000 6311.1799             Lakewood Bicycle                                   1620        254         Chicago Rent-All                                   Custom Frames, Inc.
3634            2014-07-10 00:00:00.000 609.8274              Chicago Rent-All                                   1504        254         Custom Frames, Inc.                                Hill's Bicycle Service
3644            2014-07-10 00:00:00.000 16744.728             Custom Frames, Inc.                                1568        254         Hill's Bicycle Service                             Premier Sport, Inc.
3654            2014-07-11 00:00:00.000 31319.7885            Hill's Bicycle Service                             1542        254         Premier Sport, Inc.                                SUPERSALES INC.
3674            2014-07-12 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        254         SUPERSALES INC.                                    Circuit Cycles
3684            2014-07-14 00:00:00.000 580.125               SUPERSALES INC.                                    1590        254         Circuit Cycles                                     Hybrid Bicycle Center
3714            2014-07-16 00:00:00.000 4211.7075             Circuit Cycles                                     1544        254         Hybrid Bicycle Center                              Bicycle Specialists
3734            2014-07-17 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        254         Bicycle Specialists                                Comfort Road Bicycles
3784            2014-07-21 00:00:00.000 38281.8686            Bicycle Specialists                                1628        254         Comfort Road Bicycles                              Inline Accessories
3794            2014-07-22 00:00:00.000 31019.8639            Comfort Road Bicycles                              1530        254         Inline Accessories                                 Professional Athletic Consultants
3814            2014-07-23 00:00:00.000 38281.8686            Inline Accessories                                 1638        254         Professional Athletic Consultants                  Trikes, Inc.
3834            2014-07-24 00:00:00.000 45358.8135            Professional Athletic Consultants                  1684        254         Trikes, Inc.                                       Allenson Cycles
3844            2014-07-25 00:00:00.000 29233.0789            Trikes, Inc.                                       1498        254         Allenson Cycles                                    Compete Enterprises, Inc
3854            2014-07-25 00:00:00.000 9776.2665             Allenson Cycles                                    1494        254         Compete Enterprises, Inc                           Varsity Sport Co.
3874            2014-07-27 00:00:00.000 39111.4474            Compete Enterprises, Inc                           1508        254         Varsity Sport Co.                                  Compete, Inc.
3924            2014-07-30 00:00:00.000 1043.5289             Varsity Sport Co.                                  1674        254         Compete, Inc.                                      Federal Sport
3954            2014-08-01 00:00:00.000 4658.4038             Compete, Inc.                                      1694        254         Federal Sport                                      Mitchell Sports
3964            2014-08-01 00:00:00.000 1410.2839             Federal Sport                                      1600        254         Mitchell Sports                                    NULL
3984            2014-08-02 00:00:00.000 48485.6873            Mitchell Sports                                    1586        254         NULL                                               NULL
297             2013-04-05 00:00:00.000 23821.6729            Premier Sport, Inc.                                1682        255         SUPERSALES INC.                                    Bergeron Off-Roads
307             2013-04-24 00:00:00.000 580.125               SUPERSALES INC.                                    1590        255         Bergeron Off-Roads                                 Circuit Cycles
327             2013-04-25 00:00:00.000 816.584               Bergeron Off-Roads                                 1540        255         Circuit Cycles                                     Hybrid Bicycle Center
337             2013-05-09 00:00:00.000 7721.4638             Circuit Cycles                                     1544        255         Hybrid Bicycle Center                              Training Systems
357             2013-05-22 00:00:00.000 24880.9811            Hybrid Bicycle Center                              1610        255         Training Systems                                   Advanced Bicycles
387             2013-05-29 00:00:00.000 2214.0703             Training Systems                                   1514        255         Advanced Bicycles                                  Bicycle Specialists
